Data point #,Stanza.Line,Hangeul 1,IPA 1,Onset 1,Onset type 1,Pitch 1,Semitone value 1,Hangeul 2,IPA 2,Onset 2,Onset type 2,Pitch 2,Semitone value 2,Onset sequence,(Expected) tone sequence,Melodic sequence,Setting,Semitone difference
2.130,14.1,현,hjʌn,h,p,D4,50,실,sil,s,p,D4,50,pp,Level*,Level,Similar,0
2.131,14.1,실,sil,s,p,D4,50,이,i,∅,p,C4,48,pp,Level*,Down,Oblique (II),-2
2.132,14.1,이,i,∅,p,C4,48,돼,twɛ,t,P,A3,45,pP,Level*,Down,Oblique (II),-3
2.133,14.1,돼,twɛ,t,P,A3,45,저,tɕʌ,tɕ,p,E4,52,Pp,Level*,Up,Oblique (II),7
2.134,14.2,저,tɕʌ,tɕ,p,E4,52,위,wi,∅,p,D4,50,pp,Level*,Down,Oblique (II),-2
2.135,14.2,위,wi,∅,p,D4,50,에,ɛ,∅,p,C4,48,pp,Level*,Down,Oblique (II),-2
2.136,14.2,에,ɛ,∅,p,C4,48,승,sɯŋ,s,p,D4,50,pp,Level*,Up,Oblique (II),2
2.137,14.2,승,sɯŋ,s,p,D4,50,리,li,l,p,D4,50,pp,Level*,Level,Similar,0
2.138,14.2,리,li,l,p,D4,50,의,ɰi,∅,p,C4,48,pp,Level*,Down,Oblique (II),-2
2.139,14.2,의,ɰi,∅,p,C4,48,깃,kit,k,P,D4,50,pP,Level*,Up,Oblique (II),2
2.140,14.2,깃,kit,k,P,D4,50,발,pɑl,p,P,D4,50,PP,Level,Level,Similar,0
2.141,14.2,발,pɑl,p,P,D4,50,을,ɯl,∅,p,C4,48,Pp,Level*,Down,Oblique (II),-2
2.142,14.2,을,ɯl,∅,p,C4,48,꽂,k*ot,k*,T,D4,50,pT,Up?,Up,Similar,2
2.143,14.2,꽂,k*ot,k*,T,D4,50,아,ɑ,∅,p,E4,52,Tp,Down?,Up,Contrary,2
2.144,15.1,던,tʌn,t,P,E4,52,져,tɕjʌ,tɕ,p,D4,50,Pp,Level*,Down,Oblique (II),-2
2.145,15.1,져,tɕjʌ,tɕ,p,D4,50,열,jʌl,∅,p,D4,50,pp,Level*,Level,Similar,0
2.146,15.1,열,jʌl,∅,p,D4,50,정,tɕʌŋ,tɕ,p,D4,50,pp,Level*,Level,Similar,0
2.147,15.1,정,tɕʌŋ,tɕ,p,D4,50,의,ɰi,∅,p,C4,48,pp,Level*,Down,Oblique (II),-2
2.148,15.1,의,ɰi,∅,p,C4,48,불,pul,p,P,D4,50,pP,Level*,Up,Oblique (II),2
2.149,15.1,불,pul,p,P,D4,50,꽃,k*ot,k*,T,D4,50,PT,Up?,Level,Oblique (I),0
2.150,15.1,꽃,k*ot,k*,T,D4,50,을,ɯl,∅,p,C4,48,Tp,Down?,Down,Similar,-2
2.151,15.1,을,ɯl,∅,p,C4,48,다,tɑ,t,P,A3,45,pP,Level*,Down,Oblique (II),-3
2.152,15.1,다,tɑ,t,P,A3,45,내,nɛ,n,p,E4,52,Pp,Level*,Up,Oblique (II),7
2.153,15.2,내,nɛ,n,p,E4,52,안,ɑn,∅,p,D4,50,pp,Level*,Down,Oblique (II),-2
2.154,15.2,안,ɑn,∅,p,D4,50,의,ɰi,∅,p,C4,48,pp,Level*,Down,Oblique (II),-2
2.155,15.2,의,ɰi,∅,p,C4,48,강,kɑŋ,k,P,D4,50,pP,Level*,Up,Oblique (II),2
2.156,15.2,강,kɑŋ,k,P,D4,50,렬,ljʌl,l,p,D4,50,Pp,Level*,Level,Similar,0
2.157,15.2,렬,ljʌl,l,p,D4,50,한,hɑn,h,p,C4,48,pp,Level*,Down,Oblique (II),-2
2.158,15.2,한,hɑn,h,p,C4,48,확,hwak,h,p,D4,50,pp,Level*,Up,Oblique (II),2
2.159,15.2,확,hwak,h,p,D4,50,신,sin,s,p,D4,50,pp,Level*,Level,Similar,0
2.160,15.2,신,sin,s,p,D4,50,을,ɯl,∅,p,G4,55,pp,Level*,Up,Oblique (II),5
2.161,15.2,을,ɯl,∅,p,G4,55,다,tɑ,t,P,E4,52,pP,Level*,Down,Oblique (II),-3
3.001,4.1,몸,mom,m,p,D#4,51,속,sok,s,p,D#4,51,pp,Level*,Level,Similar,0
3.002,4.1,속,sok,s,p,D#4,51,에,ɛ,∅,p,D#4,51,pp,Level*,Level,Similar,0
3.003,4.1,에,ɛ,∅,p,D#4,51,무,mu,m,p,D#4,51,pp,Level*,Level,Similar,0
3.004,4.1,무,mu,m,p,D#4,51,언,ʌn,∅,p,D#4,51,pp,Level*,Level,Similar,0
3.005,4.1,언,ʌn,∅,p,D#4,51,가,kɑ,k,P,F4,53,pP,Level*,Up,Oblique (II),2
3.006,4.1,가,kɑ,k,P,F4,53,꿈,k*um,k*,T,D#4,51,PT,Up?,Down,Contrary,-2
3.007,4.2,꿈,k*um,k*,T,D#4,51,틀,tʰɯl,tʰ,A,D#4,51,TA,Up???,Level,Oblique (I),0
3.008,4.2,틀,tʰɯl,tʰ,A,D#4,51,거,kʌ,k,P,D#4,51,AP,Down,Level,Oblique (I),0
3.009,4.2,거,kʌ,k,P,D#4,51,려,ljʌ,l,p,D#4,51,Pp,Level*,Level,Similar,0
3.010,4.2,려,ljʌ,l,p,D#4,51,도,to,t,P,D#4,51,pP,Level*,Level,Similar,0
3.011,4.2,도,to,t,P,D#4,51,난,nɑn,n,p,F4,53,Pp,Level*,Up,Oblique (II),2
3.012,4.2,난,nɑn,n,p,F4,53,어,ʌ,∅,p,D#4,51,pp,Level*,Down,Oblique (II),-2
3.013,4.3,어,ʌ,∅,p,D#4,51,른,lɯn,l,p,D#4,51,pp,Level*,Level,Similar,0
3.014,4.3,른,lɯn,l,p,D#4,51,스,sɯ,s,p,D#4,51,pp,Level*,Level,Similar,0
3.015,4.3,스,sɯ,s,p,D#4,51,럽,lʌp,l,p,D#4,51,pp,Level*,Level,Similar,0
3.016,4.3,럽,lʌp,l,p,D#4,51,게,kɛ,k,P,D#4,51,pP,Level*,Level,Similar,0
3.017,4.3,게,kɛ,k,P,D#4,51,한,hɑn,h,p,D#4,51,Pp,Level*,Level,Similar,0
3.018,4.3,한,hɑn,h,p,D#4,51,번,pʌn,p,P,F4,53,pP,Level*,Up,Oblique (II),2
3.019,4.3,번,pʌn,p,P,F4,53,참,tɕʰɑm,tɕʰ,A,G4,55,PA,Up,Up,Similar,2
3.020,4.3,참,tɕʰɑm,tɕʰ,A,G4,55,아,ɑ,∅,p,D#4,51,Ap,Down*,Down,Similar,-4
3.021,4.3,아,ɑ,∅,p,D#4,51,참,tɕʰɑm,tɕʰ,A,B4,59,pA,Up*,Up,Similar,8
3.022,4.4,참,tɕʰɑm,tɕʰ,A,B4,59,아,ɑ,∅,p,A#4,58,Ap,Down*,Down,Similar,-1
3.023,5.1,엄,ʌm,∅,p,D#4,51,마,mɑ,m,p,D#4,51,pp,Level*,Level,Similar,0
3.024,5.1,마,mɑ,m,p,D#4,51,아,ɑ,∅,p,D#4,51,pp,Level*,Level,Similar,0
3.025,5.1,아,ɑ,∅,p,D#4,51,빠,p*ɑ,p*,T,D#4,51,pT,Up?,Level,Oblique (I),0
3.026,5.1,빠,p*ɑ,p*,T,D#4,51,는,nɯn,n,p,D#4,51,Tp,Down?,Level,Oblique (I),0
3.027,5.1,는,nɯn,n,p,D#4,51,왜,wɛ,∅,p,F4,53,pp,Level*,Up,Oblique (II),2
3.028,5.1,왜,wɛ,∅,p,F4,53,얌,jam,∅,p,D#4,51,pp,Level*,Down,Oblique (II),-2
3.029,5.3,얌,jam,∅,p,D#4,51,전,tɕʌn,tɕ,p,D#4,51,pp,Level*,Level,Similar,0
3.030,5.3,전,tɕʌn,tɕ,p,D#4,51,히,hi,h,p,D#4,51,pp,Level*,Level,Similar,0
3.031,5.3,히,hi,h,p,D#4,51,있,it,∅,p,D#4,51,pp,Level*,Level,Similar,0
3.032,5.3,있,it,∅,p,D#4,51,으,ɯ,∅,p,D#4,51,pp,Level*,Level,Similar,0
3.033,5.3,으,ɯ,∅,p,D#4,51,래,lɛ,l,p,F4,53,pp,Level*,Up,Oblique (II),2
3.034,5.3,래,lɛ,l,p,F4,53,말,mɑl,m,p,D#4,51,pp,Level*,Down,Oblique (II),-2
3.035,5.5,말,mɑl,m,p,D#4,51,통,tʰoŋ,tʰ,A,D#4,51,pA,Up*,Level,Oblique (I),0
3.036,5.5,통,tʰoŋ,tʰ,A,D#4,51,하,hɑ,h,p,D#4,51,Ap,Down*,Level,Oblique (I),0
3.037,5.5,하,hɑ,h,p,D#4,51,는,nɯn,n,p,D#4,51,pp,Level*,Level,Similar,0
3.038,5.5,는,nɯn,n,p,D#4,51,건,kʌn,k,P,D#4,51,pP,Level*,Level,Similar,0
3.039,5.5,건,kʌn,k,P,D#4,51,겨,kjʌ,k,P,D#4,51,PP,Level,Level,Similar,0
3.040,5.6,겨,kjʌ,k,P,D#4,51,우,u,∅,p,F4,53,Pp,Level*,Up,Oblique (II),2
3.041,5.6,우,u,∅,p,F4,53,친,tɕʰin,tɕʰ,A,G4,55,pA,Up*,Up,Similar,2
3.042,5.6,친,tɕʰin,tɕʰ,A,G4,55,구,ku,k,P,D#4,51,AP,Down,Down,Similar,-4
3.043,6.2,호,ho,h,p,A3,45,기,ki,k,P,A#3,46,pP,Level*,Up,Oblique (II),1
3.044,6.2,기,ki,k,P,A#3,46,심,sim,s,p,C4,48,Pp,Level*,Up,Oblique (II),2
3.045,6.2,심,sim,s,p,C4,48,은,ɯn,∅,p,D4,50,pp,Level*,Up,Oblique (II),2
3.046,6.2,은,ɯn,∅,p,D4,50,커,kʰʌ,kʰ,A,D#4,51,pA,Up*,Up,Similar,1
3.047,6.2,커,kʰʌ,kʰ,A,D#4,51,져,tɕjʌ,tɕ,p,D4,50,Ap,Down*,Down,Similar,-1
3.048,6.2,져,tɕjʌ,tɕ,p,D4,50,가,kɑ,k,P,C4,48,pP,Level*,Down,Oblique (II),-2
3.049,7.2,다,tɑ,t,P,A4,57,그,kɯ,k,P,A#4,58,PP,Level,Up,Oblique (II),1
3.050,7.2,그,kɯ,k,P,A#4,58,런,lʌn,l,p,A#4,58,Pp,Level*,Level,Similar,0
3.051,7.2,런,lʌn,l,p,A#4,58,거,kʌ,k,P,A#4,58,pP,Level*,Level,Similar,0
3.052,7.2,거,kʌ,k,P,A#4,58,라,lɑ,l,p,G4,55,Pp,Level*,Down,Oblique (II),-3
3.053,7.2,라,lɑ,l,p,G4,55,해,hɛ,h,p,A4,57,pp,Level*,Up,Oblique (II),2
3.054,7.2,해,hɛ,h,p,A4,57,이,i,∅,p,F4,53,pp,Level*,Down,Oblique (II),-4
3.055,7.3,이,i,∅,p,F4,53,상,sɑŋ,s,p,F4,53,pp,Level*,Level,Similar,0
3.056,7.3,상,sɑŋ,s,p,F4,53,해,hɛ,h,p,A4,57,pp,Level*,Up,Oblique (II),4
3.057,7.3,해,hɛ,h,p,A4,57,왜,wɛ,∅,p,A4,57,pp,Level*,Level,Similar,0
3.058,7.3,왜,wɛ,∅,p,A4,57,긴,kin,k,P,A4,57,pP,Level*,Level,Similar,0
3.059,7.3,긴,kin,k,P,A4,57,가,kɑ,k,P,A4,57,PP,Level,Level,Similar,0
3.060,7.3,가,kɑ,k,P,A4,57,민,min,m,p,G4,55,Pp,Level*,Down,Oblique (II),-2
3.061,7.3,민,min,m,p,G4,55,가,kɑ,k,P,G4,55,pP,Level*,Level,Similar,0
3.062,7.3,가,kɑ,k,P,G4,55,요,jo,∅,p,F4,53,Pp,Level*,Down,Oblique (II),-2
3.063,8.2,또,t*o,t*,T,A4,57,특,tʰɯk,tʰ,A,A#4,58,TA,Up???,Up,Similar,1
3.064,8.2,특,tʰɯk,tʰ,A,A#4,58,이,i,∅,p,A#4,58,Ap,Down*,Level,Oblique (I),0
3.065,8.2,이,i,∅,p,A#4,58,하,hɑ,h,p,A#4,58,pp,Level*,Level,Similar,0
3.066,8.2,하,hɑ,h,p,A#4,58,다,tɑ,t,P,G4,55,pP,Level*,Down,Oblique (II),-3
3.067,8.2,다,tɑ,t,P,G4,55,해,hɛ,h,p,A4,57,Pp,Level*,Up,Oblique (II),2
3.068,8.2,해,hɛ,h,p,A4,57,말,mɑl,m,p,F4,53,pp,Level*,Down,Oblique (II),-4
3.069,8.3,말,mɑl,m,p,F4,53,못,mot,m,p,F4,53,pp,Level*,Level,Similar,0
3.070,8.3,못,mot,m,p,F4,53,해,hɛ,h,p,A4,57,pp,Level*,Up,Oblique (II),4
3.071,8.3,해,hɛ,h,p,A4,57,왜,wɛ,∅,p,A4,57,pp,Level*,Level,Similar,0
3.072,8.3,왜,wɛ,∅,p,A4,57,긴,kin,k,P,A4,57,pP,Level*,Level,Similar,0
3.073,8.3,긴,kin,k,P,A4,57,가,kɑ,k,P,A4,57,PP,Level,Level,Similar,0
3.074,8.3,가,kɑ,k,P,A4,57,민,min,m,p,G4,55,Pp,Level*,Down,Oblique (II),-2
3.075,8.3,민,min,m,p,G4,55,가,kɑ,k,P,G4,55,pP,Level*,Level,Similar,0
3.076,8.3,가,kɑ,k,P,G4,55,요,jo,∅,p,F4,53,Pp,Level*,Down,Oblique (II),-2
3.077,15.2,다,tɑ,t,P,A4,57,그,kɯ,k,P,A#4,58,PP,Level,Up,Oblique (II),1
3.078,15.2,그,kɯ,k,P,A#4,58,런,lʌn,l,p,A#4,58,Pp,Level*,Level,Similar,0
3.079,15.2,런,lʌn,l,p,A#4,58,거,kʌ,k,P,A#4,58,pP,Level*,Level,Similar,0
3.080,15.2,거,kʌ,k,P,A#4,58,라,lɑ,l,p,G4,55,Pp,Level*,Down,Oblique (II),-3
3.081,15.2,라,lɑ,l,p,G4,55,해,hɛ,h,p,A4,57,pp,Level*,Up,Oblique (II),2
3.082,15.2,해,hɛ,h,p,A4,57,이,i,∅,p,F4,53,pp,Level*,Down,Oblique (II),-4
3.083,15.3,이,i,∅,p,F4,53,상,sɑŋ,s,p,F4,53,pp,Level*,Level,Similar,0
3.084,15.3,상,sɑŋ,s,p,F4,53,해,hɛ,h,p,A4,57,pp,Level*,Up,Oblique (II),4
3.085,15.3,해,hɛ,h,p,A4,57,왜,wɛ,∅,p,A4,57,pp,Level*,Level,Similar,0
3.086,15.3,왜,wɛ,∅,p,A4,57,긴,kin,k,P,A4,57,pP,Level*,Level,Similar,0
3.087,15.3,긴,kin,k,P,A4,57,가,kɑ,k,P,A4,57,PP,Level,Level,Similar,0
3.088,15.3,가,kɑ,k,P,A4,57,민,min,m,p,G4,55,Pp,Level*,Down,Oblique (II),-2
3.089,15.3,민,min,m,p,G4,55,가,kɑ,k,P,G4,55,pP,Level*,Level,Similar,0
3.090,15.3,가,kɑ,k,P,G4,55,요,jo,∅,p,F4,53,Pp,Level*,Down,Oblique (II),-2
3.091,16.2,또,t*o,t*,T,A4,57,특,tʰɯk,tʰ,A,A#4,58,TA,Up???,Up,Similar,1
3.092,16.2,특,tʰɯk,tʰ,A,A#4,58,이,i,∅,p,A#4,58,Ap,Down*,Level,Oblique (I),0
3.093,16.2,이,i,∅,p,A#4,58,하,hɑ,h,p,A#4,58,pp,Level*,Level,Similar,0
3.094,16.2,하,hɑ,h,p,A#4,58,다,tɑ,t,P,G4,55,pP,Level*,Down,Oblique (II),-3
3.095,16.2,다,tɑ,t,P,G4,55,해,hɛ,h,p,A4,57,Pp,Level*,Up,Oblique (II),2
3.096,16.2,해,hɛ,h,p,A4,57,말,mɑl,m,p,F4,53,pp,Level*,Down,Oblique (II),-4
3.097,16.3,말,mɑl,m,p,F4,53,못,mot,m,p,F4,53,pp,Level*,Level,Similar,0
3.098,16.3,못,mot,m,p,F4,53,해,hɛ,h,p,A4,57,pp,Level*,Up,Oblique (II),4
3.099,16.3,해,hɛ,h,p,A4,57,왜,wɛ,∅,p,A4,57,pp,Level*,Level,Similar,0
3.100,16.3,왜,wɛ,∅,p,A4,57,긴,kin,k,P,A4,57,pP,Level*,Level,Similar,0
3.101,16.3,긴,kin,k,P,A4,57,가,kɑ,k,P,A4,57,PP,Level,Level,Similar,0
3.102,16.3,가,kɑ,k,P,A4,57,민,min,m,p,G4,55,Pp,Level*,Down,Oblique (II),-2
3.103,16.3,민,min,m,p,G4,55,가,kɑ,k,P,G4,55,pP,Level*,Level,Similar,0
3.104,16.3,가,kɑ,k,P,G4,55,요,jo,∅,p,F4,53,Pp,Level*,Down,Oblique (II),-2
3.105,21.2,마,mɑ,m,p,D#4,51,음,ɯm,∅,p,D#4,51,pp,Level*,Level,Similar,0
3.106,21.2,음,ɯm,∅,p,D#4,51,속,sok,s,p,G4,55,pp,Level*,Up,Oblique (II),4
3.107,21.3,우,u,∅,p,F4,53,당,tɑŋ,t,P,F4,53,pP,Level*,Level,Similar,0
3.108,21.3,당,tɑŋ,t,P,F4,53,탕,tʰɑŋ,tʰ,A,F4,53,PA,Up,Level,Oblique (I),0
3.109,21.3,탕,tʰɑŋ,tʰ,A,F4,53,탕,tʰɑŋ,tʰ,A,F4,53,AA,Level,Level,Similar,0
3.110,21.3,탕,tʰɑŋ,tʰ,A,F4,53,타,tʰɑ,tʰ,A,F4,53,AA,Level,Level,Similar,0
3.111,21.3,타,tʰɑ,tʰ,A,F4,53,당,tɑŋ,t,P,F4,53,AP,Down,Level,Oblique (I),0
3.112,21.3,당,tɑŋ,t,P,F4,53,울,ul,∅,p,D#4,51,Pp,Level*,Down,Oblique (II),-2
3.113,21.3,울,ul,∅,p,D#4,51,려,ljʌ,l,p,G4,55,pp,Level*,Up,Oblique (II),4
3.114,21.3,려,ljʌ,l,p,G4,55,더,tʌ,t,P,F4,53,pP,Level*,Down,Oblique (II),-2
3.115,21.4,못,mot,m,p,D#4,51,참,tɕʰɑm,tɕʰ,A,G4,55,pA,Up*,Up,Similar,4
3.116,21.4,참,tɕʰɑm,tɕʰ,A,G4,55,아,ɑ,∅,p,F4,53,Ap,Down*,Down,Similar,-2
3.117,23.3,다,tɑ,t,P,A4,57,그,kɯ,k,P,A#4,58,PP,Level,Up,Oblique (II),1
3.118,23.3,그,kɯ,k,P,A#4,58,런,lʌn,l,p,A#4,58,Pp,Level*,Level,Similar,0
3.119,23.3,런,lʌn,l,p,A#4,58,거,kʌ,k,P,A#4,58,pP,Level*,Level,Similar,0
3.120,23.3,거,kʌ,k,P,A#4,58,라,lɑ,l,p,G4,55,Pp,Level*,Down,Oblique (II),-3
3.121,23.3,라,lɑ,l,p,G4,55,해,hɛ,h,p,A4,57,pp,Level*,Up,Oblique (II),2
3.122,23.3,해,hɛ,h,p,A4,57,이,i,∅,p,F4,53,pp,Level*,Down,Oblique (II),-4
3.123,23.5,이,i,∅,p,F4,53,상,sɑŋ,s,p,F4,53,pp,Level*,Level,Similar,0
3.124,23.5,상,sɑŋ,s,p,F4,53,해,hɛ,h,p,A4,57,pp,Level*,Up,Oblique (II),4
3.125,23.5,해,hɛ,h,p,A4,57,왜,wɛ,∅,p,A4,57,pp,Level*,Level,Similar,0
3.126,23.5,왜,wɛ,∅,p,A4,57,긴,kin,k,P,A4,57,pP,Level*,Level,Similar,0
3.127,23.5,긴,kin,k,P,A4,57,가,kɑ,k,P,A4,57,PP,Level,Level,Similar,0
3.128,23.5,가,kɑ,k,P,A4,57,민,min,m,p,G4,55,Pp,Level*,Down,Oblique (II),-2
3.129,23.5,민,min,m,p,G4,55,가,kɑ,k,P,G4,55,pP,Level*,Level,Similar,0
3.130,23.5,가,kɑ,k,P,G4,55,요,jo,∅,p,F4,53,Pp,Level*,Down,Oblique (II),-2
3.131,24.3,또,t*o,t*,T,A4,57,특,tʰɯk,tʰ,A,A#4,58,TA,Up???,Up,Similar,1
3.132,24.3,특,tʰɯk,tʰ,A,A#4,58,이,i,∅,p,A#4,58,Ap,Down*,Level,Oblique (I),0
3.133,24.3,이,i,∅,p,A#4,58,하,hɑ,h,p,A#4,58,pp,Level*,Level,Similar,0
3.134,24.3,하,hɑ,h,p,A#4,58,다,tɑ,t,P,G4,55,pP,Level*,Down,Oblique (II),-3
3.135,24.3,다,tɑ,t,P,G4,55,해,hɛ,h,p,A4,57,Pp,Level*,Up,Oblique (II),2
3.136,24.3,해,hɛ,h,p,A4,57,말,mɑl,m,p,F4,53,pp,Level*,Down,Oblique (II),-4
3.137,24.5,말,mɑl,m,p,F4,53,못,mot,m,p,F4,53,pp,Level*,Level,Similar,0
3.138,24.5,못,mot,m,p,F4,53,해,hɛ,h,p,A4,57,pp,Level*,Up,Oblique (II),4
3.139,24.5,해,hɛ,h,p,A4,57,왜,wɛ,∅,p,A4,57,pp,Level*,Level,Similar,0
3.140,24.5,왜,wɛ,∅,p,A4,57,긴,kin,k,P,A4,57,pP,Level*,Level,Similar,0
3.141,24.5,긴,kin,k,P,A4,57,가,kɑ,k,P,A4,57,PP,Level,Level,Similar,0
3.142,24.5,가,kɑ,k,P,A4,57,민,min,m,p,G4,55,Pp,Level*,Down,Oblique (II),-2
3.143,24.5,민,min,m,p,G4,55,가,kɑ,k,P,G4,55,pP,Level*,Level,Similar,0
3.144,24.5,가,kɑ,k,P,G4,55,요,jo,∅,p,F4,53,Pp,Level*,Down,Oblique (II),-2
4.001,4.1,놓,not,n,p,A#3,46,칠,tɕʰil,tɕʰ,A,A#4,58,pA,Up*,Up,Similar,12
4.002,4.1,칠,tɕʰil,tɕʰ,A,A#4,58,수,su,s,p,G#4,56,Ap,Down*,Down,Similar,-2
4.003,4.1,수,su,s,p,G#4,56,없,ʌp,∅,p,F4,53,pp,Level*,Down,Oblique (II),-3
4.004,4.1,없,ʌp,∅,p,F4,53,어,ʌ,∅,p,D#4,51,pp,Level*,Down,Oblique (II),-2
4.005,4.1,어,ʌ,∅,p,D#4,51,너,nʌ,n,p,C#4,49,pp,Level*,Down,Oblique (II),-2
4.006,4.1,너,nʌ,n,p,C#4,49,와,wa,∅,p,D#4,51,pp,Level*,Up,Oblique (II),2
4.007,4.1,와,wa,∅,p,D#4,51,함,hɑm,h,p,D#4,51,pp,Level*,Level,Similar,0
4.008,4.1,함,hɑm,h,p,D#4,51,께,k*ɛ,k*,T,D#4,51,pT,Up?,Level,Oblique (I),0
4.009,4.1,께,k*ɛ,k*,T,D#4,51,난,nɑn,n,p,C#4,49,Tp,Down?,Down,Similar,-2
4.010,4.2,설,sʌl,s,p,A#3,46,레,lɛ,l,p,A#4,58,pp,Level*,Up,Oblique (II),12
4.011,4.2,레,lɛ,l,p,A#4,58,기,ki,k,P,G#4,56,pP,Level*,Down,Oblique (II),-2
4.012,4.2,기,ki,k,P,G#4,56,좋,tɕot,tɕ,p,F4,53,Pp,Level*,Down,Oblique (II),-3
4.013,4.2,좋,tɕot,tɕ,p,F4,53,은,ɯn,∅,p,G#4,56,pp,Level*,Up,Oblique (II),3
4.014,5.5,이,i,∅,p,A#3,46,순,sun,s,p,C#4,49,pp,Level*,Up,Oblique (II),3
4.015,5.5,순,sun,s,p,C#4,49,간,kɑn,k,P,C4,48,pP,Level*,Down,Oblique (II),-1
4.016,5.5,간,kɑn,k,P,C4,48,내,nɛ,n,p,A#3,46,Pp,Level*,Down,Oblique (II),-2
4.017,5.5,내,nɛ,n,p,A#3,46,마,mɑ,m,p,A#3,46,pp,Level*,Level,Similar,0
4.018,5.5,마,mɑ,m,p,A#3,46,음,ɯm,∅,p,C#4,49,pp,Level*,Up,Oblique (II),3
4.019,5.5,음,ɯm,∅,p,C#4,49,이,i,∅,p,C4,48,pp,Level*,Down,Oblique (II),-1
4.020,5.5,이,i,∅,p,C4,48,춤,tɕʰum,tɕʰ,A,C#4,49,pA,Up*,Up,Similar,1
4.021,5.5,춤,tɕʰum,tɕʰ,A,C#4,49,춰,tɕʰwʌ,tɕʰ,A,C4,48,AA,Level,Down,Oblique (II),-1
4.022,8.3,저,tɕʌ,tɕ,p,A#3,46,태,tʰɛ,tʰ,A,F4,53,pA,Up*,Up,Similar,7
4.023,8.3,태,tʰɛ,tʰ,A,F4,53,양,jaŋ,∅,p,D#4,51,Ap,Down*,Down,Similar,-2
4.024,8.3,양,jaŋ,∅,p,D#4,51,아,ɑ,∅,p,C#4,49,pp,Level*,Down,Oblique (II),-2
4.025,8.3,아,ɑ,∅,p,C#4,49,래,lɛ,l,p,D#4,51,pp,Level*,Up,Oblique (II),2
4.026,8.3,래,lɛ,l,p,D#4,51,녹,nok,n,p,A#3,46,pp,Level*,Down,Oblique (II),-5
4.027,8.4,녹,nok,n,p,A#3,46,아,ɑ,∅,p,A#3,46,pp,Level*,Level,Similar,0
4.028,8.4,아,ɑ,∅,p,A#3,46,들,tɯl,t,P,C#4,49,pP,Level*,Up,Oblique (II),3
4.029,8.4,들,tɯl,t,P,C#4,49,어,ʌ,∅,p,C#4,49,Pp,Level*,Level,Similar,0
4.030,9.3,올,ol,∅,p,A#3,46,라,lɑ,l,p,F4,53,pp,Level*,Up,Oblique (II),7
4.031,9.3,라,lɑ,l,p,F4,53,타,tʰɑ,tʰ,A,D#4,51,pA,Up*,Down,Contrary,-2
4.032,9.3,타,tʰɑ,tʰ,A,D#4,51,지,tɕi,tɕ,p,C#4,49,Ap,Down*,Down,Similar,-2
4.033,9.3,지,tɕi,tɕ,p,C#4,49,금,kɯm,k,P,D#4,51,pP,Level*,Up,Oblique (II),2
4.034,9.3,금,kɯm,k,P,D#4,51,우,u,∅,p,A#3,46,Pp,Level*,Down,Oblique (II),-5
4.035,9.3,우,u,∅,p,A#3,46,리,li,l,p,A#3,46,pp,Level*,Level,Similar,0
4.036,11.1,거,kʌ,k,P,D#4,51,부,pu,p,P,D#4,51,PP,Level,Level,Similar,0
4.037,11.1,부,pu,p,P,D#4,51,할,hɑl,h,p,D#4,51,Pp,Level*,Level,Similar,0
4.038,11.1,할,hɑl,h,p,D#4,51,수,su,s,p,D#4,51,pp,Level*,Level,Similar,0
4.039,11.1,수,su,s,p,D#4,51,없,ʌp,∅,p,F4,53,pp,Level*,Up,Oblique (II),2
4.040,11.1,없,ʌp,∅,p,F4,53,는,nɯn,n,p,D#4,51,pp,Level*,Down,Oblique (II),-2
4.041,11.2,우,u,∅,p,D#4,51,리,li,l,p,D#4,51,pp,Level*,Level,Similar,0
4.042,11.2,리,li,l,p,D#4,51,앞,ɑp,∅,p,D#4,51,pp,Level*,Level,Similar,0
4.043,11.2,앞,ɑp,∅,p,D#4,51,에,ɛ,∅,p,D#4,51,pp,Level*,Level,Similar,0
4.044,11.2,에,ɛ,∅,p,D#4,51,펼,pʰjʌl,pʰ,A,F4,53,pA,Up*,Up,Similar,2
4.045,11.2,펼,pʰjʌl,pʰ,A,F4,53,쳐,tɕʰjʌ,tɕʰ,A,D#4,51,AA,Level,Down,Oblique (II),-2
4.046,11.2,쳐,tɕʰjʌ,tɕʰ,A,D#4,51,진,tɕin,tɕ,p,D#4,51,Ap,Down*,Level,Oblique (I),0
4.047,11.3,떨,t*ʌl,t*,T,G#4,56,려,ljʌ,l,p,G#4,56,Tp,Down?,Level,Oblique (I),0
4.048,11.3,려,ljʌ,l,p,G#4,56,와,wa,∅,p,G#4,56,pp,Level*,Level,Similar,0
4.049,11.3,와,wa,∅,p,G#4,56,너,nʌ,n,p,F4,53,pp,Level*,Down,Oblique (II),-3
4.050,11.3,너,nʌ,n,p,F4,53,라,lɑ,l,p,G#4,56,pp,Level*,Up,Oblique (II),3
4.051,11.3,라,lɑ,l,p,G#4,56,는,nɯn,n,p,A#4,58,pp,Level*,Up,Oblique (II),2
4.052,11.4,내,nɛ,n,p,C#4,49,맘,mɑm,m,p,D#4,51,pp,Level*,Up,Oblique (II),2
4.053,11.4,맘,mɑm,m,p,D#4,51,을,ɯl,∅,p,F4,53,pp,Level*,Up,Oblique (II),2
4.054,11.4,을,ɯl,∅,p,F4,53,적,tɕʌk,tɕ,p,F4,53,pp,Level*,Level,Similar,0
